userID,username,ranking
225,골목대장 태훈이,Challenger
226,Diabloi,Challenger
227,손연우 남편,Challenger
228,Saebyuck,Challenger
229,기모링딩동1,Challenger
230,DRX 홍창현,Challenger
231,fuzhu carry,Challenger
232,물에 젖은 장작,Challenger
233,lIlIIllIlIIllIlI,Challenger
234,kuyami,Challenger
235,단군의청춘부재,Challenger
236,cxybaby,Challenger
237,날감히다그치지마,Challenger
238,CCCire,Challenger
239,임기응변하다,Challenger
240,동냥아치,Challenger
241,실력복구중,Challenger
242,Co24,Challenger
243,asdxcqwexc,Challenger
244,I risk my life,Challenger
245,DK Thanatos,Challenger
246,SHCH0,Challenger
247,seven seconds,Challenger
248,장임박,Challenger
249,See u AG,Challenger
250,Zxkkwhy,Challenger
251,갈망갈망갈망갈망,Challenger
252,내일은괜찮을거야,Challenger
253,BRO Loopy,Challenger
254,go world,Challenger
255,샤오 쑤,Challenger
256,ToP0rn,Challenger
257,하나둘둘셋셋셋,Challenger
258,xycj,Challenger
259,강의 구글 제드팀,Challenger
260,잘려고,Challenger
261,자메이카흑인,Challenger
262,DK Pullbae,Challenger
263,기므태이,Challenger
264,Sangchu,Challenger
265,RozenF,Challenger
266,CITRU5,Challenger
267,yuugi7,Challenger
268,xinren,Challenger
269,Spongebbob,Challenger
270,dangyadangyadang,Challenger
271,하얗고예쁨,Challenger
272,원딜연습중입니닷,Challenger
273,험악한분위기조성,Challenger
274,나는 해낼수있다,Challenger
275,워너비해피,Challenger
276,듀오 구글 제드팀,Challenger
277,타락파워조이,Challenger
278,cheoni22,Challenger
279,유튜브 엉덩국곰,Challenger
280,Aileri,Challenger
281,kismets,Challenger
282,Starfire,Challenger
283,Kim Sang Hoon,Challenger
284,pdfgh,Challenger
285,heeseong,Challenger
286,난휴식,Challenger
287,cer,Challenger
288,조까안해,Challenger
289,EIderwood Azir,Challenger
290,Mocha,Challenger
291,misthqy,Challenger
292,태기베어,Challenger
293,LSB Winter,Challenger
294,BRO LukaLux,Challenger
295,Tomo456,Challenger
296,eloretarepsed,Challenger
297,어제보단잘하자,Challenger
298,woaichiqiaokeni,Grandmaster
299,q7mm,Challenger
300,OOO0OOO0OO,Grandmaster
301,qscxadasedxzdqw,Grandmaster
302,괴해신살권,Challenger
303,1122333444,Challenger
304,Leminem,Grandmaster
305,애달프다,Grandmaster
306,BRO Jeong Hoon,Grandmaster
307,민폐1,Grandmaster
308,이 차가 식기전에,Grandmaster
309,3652115451,Grandmaster
310,정예찬1,Grandmaster
311,sibaaaaaaaaaaa,Grandmaster
312,가을의북,Grandmaster
313,멘탈잡자으쌰으쌰,Grandmaster
314,퀸 세연,Grandmaster
315,대포내꺼 퉤퉤,Grandmaster
316,당신은게임을왜함,Grandmaster
317,gyuvee,Grandmaster
318,anjingdayouxi,Grandmaster
319,Iava,Grandmaster
320,수도맞추기,Grandmaster
321,빙밍잉,Grandmaster
322,LSB Utility,Grandmaster
323,커피물조절장인,Grandmaster
324,노 빅,Grandmaster
325,다딱이 혼피,Grandmaster
326,97S,Grandmaster
327,초보강아지,Grandmaster
328,ssasaaasa,Grandmaster
329,it calls echoes,Grandmaster
330,폭시역군,Grandmaster
331,똥 얏,Grandmaster
332,FA Kadal,Grandmaster
333,Foot fetich,Grandmaster
334,PhasedKiller,Grandmaster
335,kiwi doctor,Grandmaster
336,MalevoIence,Grandmaster
337,Shadow Winsome,Grandmaster
338,wdvvadwap,Grandmaster
339,가혹한현실,Grandmaster
340,듀오강의코코팀,Grandmaster
341,양념형,Grandmaster
342,RiHoo,Grandmaster
343,Tangyuando,Grandmaster
344,DuDu11,Grandmaster
345,블루리쉬잘해요,Grandmaster
346,supi,Grandmaster
347,고라파덕 키울래,Grandmaster
348,Emma,Grandmaster
349,shamoluotuo,Grandmaster
350,qweiowqeo,Grandmaster
351,mingjiao,Grandmaster
352,05프로하고싶어요,Grandmaster
353,불멸의무빙,Grandmaster
354,06 05 19,Grandmaster
355,all my days,Grandmaster
356,나 하마,Grandmaster
357,서렌열리면대충함,Grandmaster
358,happy game,Grandmaster
359,IlIIlllIIIIIIl,Grandmaster
360,xwbzgsjsd,Grandmaster
361,FA Serenity,Grandmaster
362,소년가장 원딜,Grandmaster
363,홀플레인,Grandmaster
364,1400cnf,Grandmaster
365,Px8,Grandmaster
366,BRO Jin0,Grandmaster
367,킬러톱,Grandmaster
368,미키주일을사용락,Grandmaster
369,qiang,Grandmaster
370,gkstmdals1,Grandmaster
371,WKDLFNWDFF,Grandmaster
372,dia de sorte,Grandmaster
373,원뚜뜨리,Grandmaster
374,long yan jing yi,Grandmaster
375,오늘보단잘하자,Grandmaster
376,간다라쿤다,Grandmaster
377,재미없네롤,Grandmaster
378,제드팀 구글 검색,Grandmaster
379,aQi zChiChiUsagi,Grandmaster
380,langmanbusi,Grandmaster
381,4cm,Grandmaster
382,Good luck6,Grandmaster
383,챌린저 헤이스트,Grandmaster
384,ZEST1,Grandmaster
385,Not Friends,Grandmaster
386,wangpiaoliang,Grandmaster
387,오빠거긴방귀구멍,Grandmaster
388,부우으윽끔곰,Grandmaster
389,뽀송뽀숑비숑,Grandmaster
390,현주입니다,Grandmaster
391,빌었어,Grandmaster
392,항상배고픈코그모,Grandmaster
393,Youtube heeseong,Grandmaster
394,챌찍으면롤체만함,Grandmaster
395,포식자,Grandmaster
